run,week_number,step_number,visited,completed,completion_rate,visited_next,drop_off_to_next
2,1,14,1249,1165,0.932746196957566,1204,0.03602882305844679
2,1,15,1204,1146,0.9518272425249169,1192,0.009966777408637828
2,1,16,1192,1127,0.9454697986577181,1181,0.009228187919463116
2,1,17,1181,1118,0.9466553767993227,1152,0.024555461473327655
2,1,18,1152,1107,0.9609375,1166,-0.012152777777777679
2,1,19,1166,1098,0.9416809605488851,1066,0.08576329331046317
2,2,1,1066,995,0.9333958724202627,1053,0.012195121951219523
2,2,2,1053,996,0.9458689458689459,1031,0.02089268755935425
2,2,3,1031,975,0.9456838021338506,1019,0.011639185257032003
2,2,4,1019,961,0.943081452404318,980,0.03827281648675174
2,2,5,980,939,0.9581632653061225,962,0.01836734693877551
2,2,6,962,914,0.9501039501039501,948,0.014553014553014498
2,2,7,948,912,0.9620253164556962,940,0.008438818565400852
2,2,8,940,855,0.9095744680851063,933,0.007446808510638281
2,2,9,933,898,0.962486602357985,927,0.006430868167202619
2,2,10,927,888,0.9579288025889967,924,0.003236245954692518
2,2,11,924,871,0.9426406926406926,906,0.01948051948051943
2,2,12,906,872,0.9624724061810155,893,0.014348785871964642
2,2,13,893,860,0.9630459126539753,886,0.007838745800671898
2,2,14,886,855,0.9650112866817155,869,0.019187358916478603
2,2,15,869,842,0.9689298043728424,882,-0.014959723820483273
2,2,16,882,834,0.9455782312925171,870,0.013605442176870763
2,2,17,870,828,0.9517241379310345,860,0.011494252873563204
2,2,18,860,819,0.9523255813953488,847,0.015116279069767424
2,2,19,847,815,0.9622195985832349,844,0.0035419126328217754
2,2,20,844,794,0.9407582938388626,844,0
2,2,21,844,810,0.9597156398104265,837,0.008293838862559189
2,2,22,837,808,0.965352449223417,831,0.007168458781361964
2,2,23,831,794,0.9554753309265944,786,0.054151624548736454
2,3,1,786,745,0.9478371501272265,796,-0.012722646310432628
2,3,2,796,750,0.9422110552763819,786,0.012562814070351758
2,3,3,786,748,0.9516539440203562,781,0.006361323155216314
2,3,4,781,744,0.9526248399487837,779,0.002560819462227859
2,3,5,779,736,0.944801026957638,766,0.016688061617458283
2,3,6,766,738,0.9634464751958225,756,0.01305483028720622
2,3,7,756,729,0.9642857142857143,753,0.003968253968253954
2,3,8,753,721,0.9575033200531209,747,0.007968127490039834
2,3,9,747,715,0.9571619812583668,738,0.012048192771084376
2,3,10,738,700,0.948509485094851,724,0.01897018970189701
2,3,11,724,663,0.9157458563535912,721,0.004143646408839796
2,3,12,721,688,0.9542302357836339,713,0.01109570041608876
2,3,13,713,681,0.9551192145862553,711,0.0028050490883591017
2,3,14,711,682,0.9592123769338959,710,0.0014064697609000865
2,3,15,710,670,0.9436619718309859,690,0.028169014084507005
2,3,16,690,662,0.9594202898550724,687,0.004347826086956497
2,3,17,687,661,0.9621542940320232,32,0.9534206695778749
2,3,18,32,30,0.9375,666,-19.8125
2,3,19,666,627,0.9414414414414415,666,0
2,3,20,666,593,0.8903903903903904,829,-0.24474474474474484
2,3,21,829,566,0.6827503015681544,NA,NA
3,1,1,2299,1541,0.6702914310569813,1685,0.26707264027838196
3,1,2,1685,1426,0.8462908011869437,1632,0.03145400593471814
3,1,3,1632,1364,0.8357843137254902,1470,0.09926470588235292
3,1,4,1470,1261,0.8578231292517007,1372,0.06666666666666665
3,1,5,1372,1180,0.8600583090379009,1237,0.09839650145772594
3,1,6,1237,1102,0.8908649959579629,1158,0.06386418755052548
3,1,7,1158,1060,0.9153713298791019,1116,0.03626943005181349
3,1,8,1116,958,0.8584229390681004,1091,0.02240143369175629
3,1,9,1091,974,0.8927589367552704,1019,0.06599450045829514
3,1,10,1019,945,0.9273797841020608,995,0.023552502453385693
3,1,11,995,922,0.9266331658291457,969,0.026130653266331683
3,1,12,969,906,0.934984520123839,952,0.01754385964912286
3,1,13,952,883,0.9275210084033614,941,0.011554621848739455
3,1,14,941,852,0.9054197662061636,903,0.040382571732199835
3,1,15,903,848,0.9390919158361019,889,0.015503875968992276
3,1,16,889,827,0.9302587176602924,871,0.020247469066366652
3,1,17,871,809,0.928817451205511,852,0.021814006888633775
3,1,18,852,814,0.9553990610328639,856,-0.0046948356807512415
3,1,19,856,802,0.9369158878504673,755,0.1179906542056075
3,2,1,755,703,0.9311258278145695,765,-0.013245033112582849
3,2,2,765,706,0.9228758169934641,735,0.039215686274509776
3,2,3,735,690,0.9387755102040817,735,0
3,2,4,735,677,0.9210884353741496,708,0.03673469387755102
3,2,5,708,665,0.9392655367231638,689,0.026836158192090398
3,2,6,689,647,0.9390420899854862,675,0.020319303338171224
3,2,7,675,635,0.9407407407407408,651,0.03555555555555556
3,2,8,651,582,0.8940092165898618,655,-0.006144393241167334
3,2,9,655,621,0.9480916030534351,642,0.01984732824427482
3,2,10,642,610,0.9501557632398754,636,0.009345794392523366
3,2,11,636,598,0.940251572327044,622,0.022012578616352196
3,2,12,622,588,0.9453376205787781,607,0.024115755627009627
3,2,13,607,583,0.9604612850082372,602,0.008237232289950547
3,2,14,602,579,0.9617940199335548,593,0.014950166112956853
3,2,15,593,567,0.9561551433389545,600,-0.01180438448566612
3,2,16,600,566,0.9433333333333334,594,0.010000000000000009
3,2,17,594,562,0.9461279461279462,585,0.015151515151515138
3,2,18,585,548,0.9367521367521368,577,0.013675213675213627
3,2,19,577,550,0.9532062391681109,570,0.012131715771230511
3,2,20,570,540,0.9473684210526315,572,-0.0035087719298245723
3,2,21,572,543,0.9493006993006993,565,0.012237762237762184
3,2,22,565,543,0.9610619469026549,559,0.010619469026548645
3,2,23,559,532,0.9516994633273703,534,0.04472271914132375
3,3,1,534,507,0.949438202247191,532,0.0037453183520599342
3,3,2,532,511,0.9605263157894737,527,0.009398496240601517
3,3,3,527,501,0.9506641366223909,521,0.011385199240986688
3,3,4,521,502,0.963531669865643,527,-0.011516314779270731
3,3,5,527,505,0.9582542694497154,520,0.013282732447817858
3,3,6,520,501,0.9634615384615385,519,0.0019230769230769162
3,3,7,519,499,0.9614643545279383,514,0.009633911368015391
3,3,8,514,493,0.9591439688715954,511,0.005836575875486361
3,3,9,511,487,0.9530332681017613,502,0.017612524461839585
3,3,10,502,480,0.9561752988047809,495,0.013944223107569709
3,3,11,495,442,0.8929292929292929,492,0.0060606060606061
3,3,12,492,472,0.959349593495935,491,0.002032520325203291
3,3,13,491,468,0.9531568228105907,487,0.008146639511201648
3,3,14,487,468,0.9609856262833676,485,0.004106776180698102
3,3,15,485,460,0.9484536082474226,476,0.01855670103092788
3,3,16,476,460,0.9663865546218487,484,-0.01680672268907557
3,3,17,484,455,0.9400826446280992,49,0.8987603305785123
3,3,18,49,44,0.8979591836734694,476,-8.714285714285714
3,3,19,476,444,0.9327731092436975,473,0.006302521008403339
3,3,20,473,438,0.9260042283298098,NA,NA
4,1,1,2890,1803,0.6238754325259516,1980,0.31487889273356406
4,1,2,1980,1687,0.852020202020202,1875,0.05303030303030298
4,1,3,1875,1588,0.8469333333333333,1677,0.10560000000000003
4,1,4,1677,1440,0.8586762075134168,1550,0.0757304710793083
4,1,5,1550,1349,0.8703225806451613,1418,0.08516129032258068
4,1,6,1418,1249,0.8808180535966149,1311,0.07545839210155147
4,1,7,1311,1192,0.9092295957284515,1262,0.037376048817696406
4,1,8,1262,1070,0.8478605388272583,1242,0.015847860538827252
4,1,9,1242,1107,0.8913043478260869,1160,0.06602254428341381
4,1,10,1160,1079,0.9301724137931034,1133,0.02327586206896548
4,1,11,1133,1047,0.9240953221535746,1104,0.02559576345984116
4,1,12,1104,1031,0.9338768115942029,1084,0.018115942028985477
4,1,13,1084,1003,0.9252767527675276,1081,0.002767527675276771
4,1,14,1081,980,0.906567992599445,1033,0.044403330249768724
4,1,15,1033,970,0.9390125847047435,1008,0.024201355275895398
4,1,16,1008,941,0.933531746031746,985,0.022817460317460347
4,1,17,985,915,0.9289340101522843,959,0.02639593908629445
4,1,18,959,918,0.9572471324296142,970,-0.011470281543274341
4,1,19,970,911,0.9391752577319588,847,0.1268041237113402
4,2,1,847,799,0.9433293978748524,849,-0.0023612750885477762
4,2,2,849,801,0.9434628975265018,825,0.028268551236749095
4,2,3,825,789,0.9563636363636364,815,0.012121212121212088
4,2,4,815,770,0.9447852760736196,791,0.02944785276073625
4,2,5,791,759,0.9595448798988622,783,0.010113780025284402
4,2,6,783,748,0.9553001277139208,771,0.01532567049808431
4,2,7,771,740,0.959792477302205,758,0.016861219195849597
4,2,8,758,659,0.8693931398416886,753,0.006596306068601621
4,2,9,753,720,0.9561752988047809,743,0.013280212483399723
4,2,10,743,711,0.9569313593539704,733,0.013458950201884257
4,2,11,733,697,0.9508867667121419,724,0.012278308321964526
4,2,12,724,686,0.9475138121546961,705,0.026243093922651894
4,2,13,705,679,0.9631205673758865,703,0.0028368794326241176
4,2,14,703,669,0.9516358463726885,696,0.009957325746799417
4,2,15,696,669,0.9612068965517241,705,-0.012931034482758674
4,2,16,705,668,0.9475177304964539,695,0.014184397163120588
4,2,17,695,660,0.9496402877697842,692,0.004316546762589968
4,2,18,692,650,0.9393063583815029,675,0.024566473988439252
4,2,19,675,650,0.9629629629629629,674,0.001481481481481528
4,2,20,674,625,0.9272997032640949,670,0.005934718100890191
4,2,21,670,642,0.9582089552238806,668,0.0029850746268657025
4,2,22,668,641,0.9595808383233533,666,0.0029940119760478723
4,2,23,666,634,0.9519519519519519,642,0.036036036036036
4,3,1,642,614,0.956386292834891,650,-0.012461059190031154
4,3,2,650,616,0.9476923076923077,644,0.009230769230769265
4,3,3,644,587,0.9114906832298136,637,0.010869565217391353
4,3,4,637,616,0.967032967032967,635,0.0031397174254317317
4,3,5,635,611,0.9622047244094488,633,0.0031496062992125706
4,3,6,633,610,0.9636650868878357,632,0.0015797788309637184
4,3,7,632,605,0.9572784810126582,627,0.007911392405063333
4,3,8,627,601,0.9585326953748007,624,0.004784688995215336
4,3,9,624,596,0.9551282051282052,618,0.009615384615384581
4,3,10,618,590,0.9546925566343042,605,0.021035598705501646
4,3,11,605,545,0.9008264462809917,605,0
4,3,12,605,583,0.9636363636363636,604,0.0016528925619834212
4,3,13,604,582,0.9635761589403974,602,0.0033112582781457123
4,3,14,602,574,0.9534883720930233,595,0.011627906976744207
4,3,15,595,571,0.9596638655462185,585,0.01680672268907568
4,3,16,585,567,0.9692307692307692,594,-0.01538461538461533
4,3,17,594,571,0.9612794612794613,178,0.7003367003367003
4,3,18,178,157,0.8820224719101124,579,-2.252808988764045
4,3,19,579,545,0.9412780656303973,572,0.012089810017271163
4,3,20,572,525,0.9178321678321678,NA,NA
5,1,1,2670,1678,0.6284644194756555,1855,0.30524344569288386
5,1,2,1855,1556,0.8388140161725067,1759,0.051752021563342354
5,1,3,1759,1467,0.8339965889710063,1583,0.1000568504832291
5,1,4,1583,1359,0.8584965255843335,1465,0.07454200884396711
5,1,5,1465,1273,0.8689419795221843,1339,0.08600682593856657
5,1,6,1339,1210,0.9036594473487677,1275,0.047796863330843875
5,1,7,1275,1169,0.9168627450980392,1236,0.030588235294117694
5,1,8,1236,1057,0.8551779935275081,1211,0.020226537216828433
5,1,9,1211,1089,0.8992568125516103,1147,0.05284888521882747
5,1,10,1147,1051,0.916303400174368,1108,0.03400174367916309
5,1,11,1108,1025,0.9250902527075813,1087,0.01895306859205781
5,1,12,1087,999,0.9190432382704692,1056,0.028518859245630135
5,1,13,1056,949,0.8986742424242424,1026,0.02840909090909094
5,1,14,1026,940,0.9161793372319688,988,0.03703703703703709
5,1,15,988,929,0.9402834008097166,974,0.014170040485829927
5,1,16,974,895,0.9188911704312115,951,0.02361396303901442
5,1,17,951,885,0.9305993690851735,930,0.02208201892744477
5,1,18,930,879,0.9451612903225807,935,-0.005376344086021501
5,1,19,935,876,0.9368983957219251,854,0.08663101604278078
5,2,1,854,795,0.9309133489461359,852,0.0023419203747072626
5,2,2,852,796,0.9342723004694836,838,0.016431924882629123
5,2,3,838,779,0.9295942720763724,821,0.02028639618138428
5,2,4,821,759,0.9244823386114495,798,0.028014616321559105
5,2,5,798,744,0.9323308270676691,779,0.023809523809523836
5,2,6,779,736,0.944801026957638,773,0.007702182284980763
5,2,7,773,722,0.9340232858990944,760,0.01681759379042691
5,2,8,760,656,0.8631578947368421,760,0
5,2,9,760,716,0.9421052631578948,748,0.015789473684210575
5,2,10,748,706,0.9438502673796791,745,0.004010695187165791
5,2,11,745,693,0.9302013422818792,741,0.005369127516778538
5,2,12,741,692,0.9338731443994602,727,0.018893387314439902
5,2,13,727,686,0.9436038514442916,725,0.0027510316368638543
5,2,14,725,681,0.9393103448275862,714,0.015172413793103412
5,2,15,714,679,0.9509803921568627,728,-0.019607843137254832
5,2,16,728,676,0.9285714285714286,716,0.016483516483516536
5,2,17,716,665,0.9287709497206704,700,0.022346368715083775
5,2,18,700,652,0.9314285714285714,699,0.0014285714285714457
5,2,19,699,652,0.932761087267525,692,0.010014306151645225
5,2,20,692,649,0.9378612716763006,696,-0.005780346820809301
5,2,21,696,654,0.9396551724137931,693,0.004310344827586188
5,2,22,693,650,0.937950937950938,684,0.012987012987012991
5,2,23,684,643,0.9400584795321637,670,0.020467836257309968
5,3,1,670,618,0.9223880597014925,687,-0.025373134328358304
5,3,2,687,632,0.9199417758369723,685,0.0029112081513827937
5,3,3,685,616,0.8992700729927007,679,0.008759124087591275
5,3,4,679,630,0.9278350515463918,677,0.002945508100147265
5,3,5,677,625,0.9231905465288035,669,0.011816838995568735
5,3,6,669,623,0.9312406576980568,663,0.008968609865470878
5,3,7,663,623,0.9396681749622926,660,0.004524886877828038
5,3,8,660,616,0.9333333333333333,662,-0.003030303030302939
5,3,9,662,614,0.9274924471299094,656,0.009063444108761365
5,3,10,656,612,0.9329268292682927,645,0.01676829268292679
5,3,11,645,558,0.8651162790697674,641,0.006201550387596955
5,3,12,641,594,0.9266770670826833,641,0
5,3,13,641,594,0.9266770670826833,642,-0.0015600624024960652
5,3,14,642,596,0.9283489096573209,643,-0.0015576323987538387
5,3,15,643,593,0.9222395023328149,622,0.03265940902021769
5,3,16,622,580,0.932475884244373,628,-0.009646302250803762
5,3,17,628,577,0.9187898089171974,25,0.9601910828025477
5,3,18,25,22,0.88,614,-23.56
5,3,19,614,558,0.9087947882736156,610,0.006514657980456029
5,3,20,610,536,0.8786885245901639,NA,NA
6,1,1,2243,1228,0.5474810521622827,1444,0.35621934908604547
6,1,2,1444,1115,0.7721606648199446,1297,0.10180055401662047
6,1,3,1297,1012,0.7802621434078643,1132,0.1272166538164996
6,1,4,1132,639,0.5644876325088339,1050,0.07243816254416957
6,1,5,1050,848,0.8076190476190476,914,0.12952380952380949
6,1,6,914,785,0.8588621444201313,851,0.06892778993435444
6,1,7,851,729,0.8566392479435958,790,0.0716803760282021
6,1,8,790,636,0.8050632911392405,746,0.05569620253164553
6,1,9,746,646,0.8659517426273459,685,0.08176943699731909
6,1,10,685,627,0.9153284671532846,666,0.027737226277372296
6,1,11,666,605,0.9084084084084084,644,0.033033033033033066
6,1,12,644,596,0.9254658385093167,631,0.02018633540372672
6,1,13,631,574,0.9096671949286846,639,-0.01267828843106189
6,1,14,639,551,0.8622848200312989,592,0.07355242566510167
6,1,15,592,536,0.9054054054054054,573,0.03209459459459463
6,1,16,573,523,0.912739965095986,562,0.01919720767888311
6,1,17,562,508,0.9039145907473309,550,0.02135231316725983
6,1,18,550,512,0.9309090909090909,562,-0.021818181818181737
6,1,19,562,497,0.8843416370106761,476,0.15302491103202842
6,2,1,476,428,0.8991596638655462,472,0.008403361344537785
6,2,2,472,431,0.913135593220339,457,0.03177966101694918
6,2,3,457,421,0.9212253829321663,459,-0.004376367614879584
6,2,4,459,419,0.9128540305010894,438,0.04575163398692805
6,2,5,438,400,0.91324200913242,419,0.04337899543378998
6,2,6,419,391,0.9331742243436754,415,0.009546539379474916
6,2,7,415,387,0.9325301204819277,401,0.03373493975903619
6,2,8,401,339,0.8453865336658354,400,0.0024937655860348684
6,2,9,400,375,0.9375,391,0.022499999999999964
6,2,10,391,363,0.928388746803069,388,0.007672634271099765
6,2,11,388,357,0.9201030927835051,383,0.012886597938144284
6,2,12,383,351,0.9164490861618799,370,0.03394255874673624
6,2,13,370,345,0.9324324324324325,367,0.008108108108108136
6,2,14,367,347,0.9455040871934605,357,0.027247956403269713
6,2,15,357,335,0.938375350140056,364,-0.019607843137254832
6,2,16,364,339,0.9313186813186813,355,0.02472527472527475
6,2,17,355,329,0.9267605633802817,353,0.005633802816901401
6,2,18,353,324,0.9178470254957507,349,0.011331444759206777
6,2,19,349,322,0.9226361031518625,344,0.014326647564469885
6,2,20,344,315,0.9156976744186046,349,-0.014534883720930258
6,2,21,349,325,0.9312320916905444,347,0.005730659025787954
6,2,22,347,324,0.9337175792507204,341,0.01729106628242072
6,2,23,341,316,0.9266862170087976,326,0.04398826979472137
6,3,1,326,300,0.9202453987730062,331,-0.015337423312883347
6,3,2,331,307,0.9274924471299094,321,0.030211480362537735
6,3,3,321,291,0.9065420560747663,325,-0.012461059190031154
6,3,4,325,313,0.963076923076923,326,-0.003076923076922977
6,3,5,326,313,0.9601226993865031,322,0.012269938650306789
6,3,6,322,309,0.9596273291925466,317,0.01552795031055898
6,3,7,317,306,0.9652996845425867,316,0.003154574132492094
6,3,8,316,304,0.9620253164556962,318,-0.006329113924050667
6,3,9,318,298,0.9371069182389937,308,0.03144654088050314
6,3,10,308,296,0.961038961038961,307,0.0032467532467532756
6,3,11,307,267,0.8697068403908795,304,0.009771986970684043
6,3,12,304,288,0.9473684210526315,302,0.006578947368421018
6,3,13,302,288,0.9536423841059603,304,-0.0066225165562914245
6,3,14,304,281,0.9243421052631579,299,0.016447368421052655
6,3,15,299,281,0.939799331103679,292,0.02341137123745818
6,3,16,292,283,0.9691780821917808,292,0
6,3,17,292,278,0.952054794520548,28,0.904109589041096
6,3,18,28,23,0.8214285714285714,282,-9.071428571428571
6,3,19,282,270,0.9574468085106383,286,-0.014184397163120588
6,3,20,286,259,0.9055944055944056,NA,NA
7,1,1,1594,992,0.6223337515683814,1147,0.2804265997490589
7,1,2,1147,922,0.8038360941586749,1068,0.0688753269398431
7,1,3,1068,858,0.8033707865168539,949,0.11142322097378277
7,1,4,949,797,0.839831401475237,873,0.08008429926238148
7,1,5,873,727,0.8327605956471936,782,0.1042382588774341
7,1,6,782,683,0.8734015345268542,732,0.06393861892583119
7,1,7,732,651,0.889344262295082,697,0.04781420765027322
7,1,8,697,570,0.8177905308464849,676,0.03012912482065999
7,1,9,676,589,0.871301775147929,637,0.05769230769230771
7,1,10,637,577,0.9058084772370487,617,0.031397174254317095
7,1,11,617,567,0.9189627228525121,603,0.02269043760129663
7,1,12,603,554,0.9187396351575456,586,0.028192371475953548
7,1,13,586,532,0.9078498293515358,581,0.008532423208191142
7,1,14,581,517,0.8898450946643718,556,0.04302925989672979
7,1,15,556,512,0.920863309352518,537,0.03417266187050361
7,1,16,537,501,0.9329608938547486,532,0.009310986964618295
7,1,17,532,492,0.924812030075188,525,0.013157894736842146
7,1,18,525,489,0.9314285714285714,537,-0.02285714285714291
7,1,19,537,475,0.8845437616387337,432,0.1955307262569832
7,2,1,432,399,0.9236111111111112,436,-0.0092592592592593
7,2,2,436,406,0.9311926605504587,427,0.020642201834862428
7,2,3,427,398,0.9320843091334895,417,0.023419203747072626
7,2,4,417,390,0.935251798561151,404,0.031175059952038398
7,2,5,404,375,0.9282178217821783,395,0.022277227722772297
7,2,6,395,372,0.9417721518987342,389,0.015189873417721489
7,2,7,389,359,0.922879177377892,376,0.033419023136246784
7,2,8,376,324,0.8617021276595744,373,0.007978723404255317
7,2,9,373,354,0.9490616621983914,363,0.02680965147453085
7,2,10,363,347,0.9559228650137741,368,-0.01377410468319562
7,2,11,368,338,0.9184782608695652,356,0.03260869565217395
7,2,12,356,334,0.9382022471910112,347,0.0252808988764045
7,2,13,347,330,0.9510086455331412,345,0.0057636887608069065
7,2,14,345,325,0.9420289855072463,340,0.01449275362318836
7,2,15,340,323,0.95,343,-0.008823529411764675
7,2,16,343,316,0.9212827988338192,333,0.029154518950437303
7,2,17,333,312,0.9369369369369369,330,0.009009009009009028
7,2,18,330,311,0.9424242424242424,322,0.024242424242424288
7,2,19,322,308,0.9565217391304348,325,-0.009316770186335477
7,2,20,325,295,0.9076923076923077,325,0
7,2,21,325,306,0.9415384615384615,325,0
7,2,22,325,307,0.9446153846153846,328,-0.009230769230769154
7,2,23,328,307,0.9359756097560976,302,0.07926829268292679
7,3,1,302,282,0.9337748344370861,311,-0.0298013245033113
7,3,2,311,292,0.9389067524115756,304,0.022508038585209
7,3,3,304,273,0.8980263157894737,301,0.009868421052631526
7,3,4,301,289,0.9601328903654485,308,-0.023255813953488413
7,3,5,308,287,0.9318181818181818,306,0.00649350649350644
7,3,6,306,287,0.9379084967320261,303,0.009803921568627416
7,3,7,303,287,0.9471947194719472,303,0
7,3,8,303,284,0.9372937293729373,298,0.01650165016501648
7,3,9,298,278,0.9328859060402684,296,0.006711409395973145
7,3,10,296,277,0.9358108108108109,293,0.010135135135135087
7,3,11,293,245,0.8361774744027304,292,0.0034129692832765013
7,3,12,292,274,0.9383561643835616,288,0.013698630136986356
7,3,13,288,273,0.9479166666666666,297,-0.03125
7,3,14,297,274,0.9225589225589226,292,0.01683501683501687
7,3,15,292,270,0.9246575342465754,282,0.03424657534246578
7,3,16,282,267,0.9468085106382979,292,-0.03546099290780136
7,3,17,292,269,0.9212328767123288,49,0.8321917808219178
7,3,18,49,42,0.8571428571428571,277,-4.653061224489796
7,3,19,277,255,0.9205776173285198,282,-0.018050541516245522
7,3,20,282,254,0.900709219858156,NA,NA
